Two years ago,  i was admitted in hospital. I was not well. I felt afraid whether i would be alive. But fortunately,  i am live	afraid
I am so annoyed by my new manager at work. He always lies to us. 	annoyed
Lending my vehicle to a friend,  which I never do.	trusting
I just went for a shopping spree and bought a $2000 bag	guilty
Had to wait in line forever to check out at walmart ,  horrible	disgusted
I had a co-worker open at my jb and instead of getting anything done she spent the enitre time on the phone. When I got to work I had to do her job and my own. 	furious
Recently my manager lied to us. He changed our money and took the bonus away. 	angry
I was in a situation where I missed out on making some money,  that caused me not to be happy.	sad
We were getting ready to move back to our hometown after nine years away. I could not wait to be back close to family and friends.	anticipating
I was reversing the car in the roadside. I had bumped into the car which was parked behind. I had to wait for so long to speak to the car owner	anxious
When my partner went out of her way to make my day better. with gifts. 	nostalgic
I woke up early today for work. My children were still up watching cartoons!	surprised
Finally got some yard work done ,  Love the smell of fresh cut grass.	proud
When I realized all the chocolate was gone,  after a long day. 	sad
My daughter,  who has a fear of water,  has learned to swim this summer! She still gets a little nervous,  but overall she loves it!	joyful
I am concerned about the financial situation of my employer.	afraid
My ex girlfriend cheated on me with one of my closest friends. It made me very angry at the both of them.	angry
I heard a car outside that sounded like it wrecked yesterday. It sounded  awful.	anxious
I was getting in a Taxi and noticed someone had thrown up in the backseat.	disgusted
I Felt hopeful when I met my betterhalf for the first time. She gives me hope for my remaining life without saying anything. I feel hopeful after my marriage. 	hopeful
I came across an old keychain that my dad gave to me when I was younger. It was cool. 	sentimental
My handyman keeps telling me he's coming by to fix my sink,  but then he doesn't show up. Ugh.	furious
I was jealous when my co worker kept getting top spot when i knew he was cheating. 	jealous
When i was in High school,  I was in the all state band. I was very confident.	confident
I am happy to have a good vacation	content
My daughter used the potty for her first time the other day,  it was awesome. 	proud
The other day my daughter knew to throw away her food when she was done. 	impressed
i am angry against a friend that suppose to help me.	furious
I remember getting prepared for my trip to peru,  it was crazy! 	prepared
I let my friend borrow my debit card the other day. She needed to put gas in her car for work. She brought it right back.	trusting
I thought my company was going to have a lay off. it was a tough few weeks.	afraid
The other day I was surprised with a big bonus from work. 	surprised
I was going to see the new Marvel movie. On the way I got really pumped up.	excited
My neighbors left town and the weeds are so high,  I'm afraid snakes might start living over there.	furious
Today is my birthday. I can't wait to see who calls me. Or my gifts.	anxious
when i moved into my apartment it was full of bugs! 	angry
I was disappointed by my manager when he told that I will probably get my promotion next year (not this year)	disappointed
I get to go out today after work! yay	excited
I ripped my pants on bourbon street the other day. Luckily I was wearing a long shirt.	embarrassed
I was driving down a road at night and my car died. I sat in a car with not lights for hours.	terrified
I cant wait for my house to sell.. its a slow market. 	hopeful
I have been in college for four years and am only a sophmore. I am going diuble my work load and finish next fall.	hopeful
I am annoyed by a coworker making joke about me.	annoyed
My daughter hit her head the other day. she was sad. 	caring
My next door neighbors are always arguing in our shared hallway. Now they have a baby and the scream while she cries. It is so annoying.	annoyed
I was drivng home and this guy cut me off. I had to swerve in order to not hit him.	furious
I was lost in a neighborhood I didn't know,  when some guy came up to me and quietly asked if I needed a ride.	afraid
I really want to win the lottery someday,  maybe i will? 	hopeful
I will pass a examen next monday. I reviewed all the content for the course	prepared
I was given a large raise at work.	grateful
I've lost my job and am behind on my mortgage. It scares me that I could lose my home.	terrified
Today is my birthday and I am going to party this weekend!	excited
I lied to the people I work out with. I told them I was out of town but I relaly just did not want to work out.	ashamed
Someone offered me a job online to make a lot of money. 	apprehensive
i applied for 200+ jobs and still didn't hear from none of them!	surprised
I ate all my kids cookies and blamed it on the dog.	guilty
No one ever visits me anymore. I am always by myself in this apartment.	lonely
not living near family,  being in a new place. 	lonely
I saw a snake outside my apartment today	disgusted
I just found out they are not making a sequel to a movie I like.	sad
I was able to save a blind lady from falling down an escalator.	proud
missing money from my paycheck,  wrong hours and bonus again! 	furious
I was mowing the lawn,  and a rock flew and broke my neighbor's window.	ashamed
I used to think I had gotten to big to wear a swimsuit. I went to the beach last week and those ladies were really flaunting their stuff. I have a once piece now.	confident
A few years ago when my grandmother died unexpectedly.	sad
I feel bad that I work too much and dont see my daughter. 	guilty
My friend called someone a bad name.	disgusted
My fence is collapsing at areas where my neighbors keep climbing over to get their ball. It's going to be expensive to fix.	annoyed
I cant wait to relocate again. 	anxious
My brother usually doesn't do anything for me unless asked. After 3 decades,  he actually took me out for my birthday.	surprised
My texted me happy birthday yesterday. My birthday is today.	disappointed
I went to the optometrist,  and my prescription got strong. She warned me about being at risk for losing my vision.	afraid
My old high school is being turned into an old people's apartments building. So sad. 	nostalgic
I was grateful when my mother visited me for my birthday.	grateful
when i had to say goodbye to my dad	devastated
I turn 29 today! It is a great day since its my birthday	joyful
getting ready for irma 	prepared
My neighbor went back to school at 59. She just got her bachelor's this year.	impressed
I shouldn't have to cook on my birthday. This is when I miss having a boyfriend.	sad
My friend's boyfriend got into an accident 5 years ago. She's still with him.	faithful
I got pulled over and almost got a ticket.	afraid
I've been taking care of my aging mom for 5 years now and don't really have any friends,  since so much time is used taking care of her.	lonely
I saw a little turtle about to get hit on the road the other day and I was in a hurry and didn't stop and get him. I hope he made it across the road,  poor little guy.	guilty
My mom has arthritis in her neck,  and the pain seems to be traveling down now.	sad
in a hurry to go on vacation! 	anxious
I was sent to close a deal with a client.	confident
I once saw a snake in the woods and got very scared.	afraid
My mom went back to school at 63 and recently got her bachelor's in computer science!	proud
I finally finished my phlebotomy class. It was an hours drive one way,  yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard.	grateful
Had a interview yesterday. I think it went pretty well. I hope I get the job.	anticipating
I bought a lottery ticket and was hopeful I would win.	hopeful
My birthday was last weekend,  and no one wished me a Happy Birthday.	sad
I was thrown a surprise party for my 30th birthday.	surprised
I was told my cat only has a few weeks to live.	sad
when someone tried to get me to go out to a bar behind my spouses back 	faithful
My friend just bought a brand new car. My car hasn't worked for months	jealous
when my dog died 	sad
Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back.	joyful
I'm trying to sell my house. It's been on the market for a year now,  but I think I found someone who might buy it.  I'm trying to move to another area.	hopeful
I'll get to go on vacation tomorrow. Been working really hard to get things clear up so I can enjoy myself.	excited
when i offered to work extra hours to make up for bills 	caring
Just moved here for work,  and I don't know anyone. My coworkers have families of their own.	lonely
I went to the grocery store the other day. I shopprf got sn hour then realized I had left my purse home.	embarrassed
waiting for christmas! 	anticipating
Went for a visit to the place I grew up and it has gone down hill a lot since I was there last. Very sad. A lot of the houses look so run down and dilapidated. 	nostalgic
I was thrown a party yesterday and had no idea it was happening.	surprised
My daughter started a new school last year. She s adjusting great and had made a lot of friends.	proud
When I was a child and found out my friends could come over. 	surprised
When i was moving and lost my insurance to my car. 	terrified
I did not get the promotion at work that I wanted.	jealous
My neighbor's kid just lost his eyesight. The whole family is devastated.	caring
I once went to see fireworks with my best friend. Best day of my life. We're no longer friends.	sentimental
My child lied to me,  and went somewhere he shouldnt have went. 	furious
I saw that they are going to remake a movie I like a lot.	nostalgic
There was once a mouse in my  kitchen. I almost died.	afraid
I think my job will lay us off. 	afraid
I finally rearranged the garage after a year of putting it off	proud
I lost my cat to old age and cried all night about it.	sad
I always donate my change when I shop at my local drug store. Makes me feel like I' doing something good.	caring
I lost my wallet and had to get all new cards	sad
to go to a concert. 	excited
When the Falcons won the game I was excited.	excited
Our lights went out last week during a storm. Its was only for 15 minutes but I was so scared.	afraid
I was impressed by the new Tesla.	impressed
i changed my own oil 	impressed
I wish I had someone to spend my days with. I feel a alone.	lonely
when my daughter choked on a piece of food 	afraid
I went to class and I brought extra supplies since I knew we had a test.	prepared
I was sad when my grandma died.	sad
When I was little,  I was afraid of the dark.	afraid
I went to a cheerleading event and a girl did a double backflip	impressed
I was surprised when I was accepted into Harvard.	surprised
my wife keeps giving our son a stick and he keeps hurting himslef.	annoyed
I am afraid of clowns.	afraid
I was attavked by seagulls on the balcony of a hotel last weekend. I was eating crackers.	terrified
I got in my car and my son left a note on my seat.	surprised
I am ashamed when I cheated on the test.	ashamed
I'be been thinking a lot about my childhood lately,  sort or reminiscing.	sentimental
I am grateful to be alive.	grateful
I went swimming in the pool and some of my extensions came out in the water. No one saw but me.	embarrassed
I am terrified of ghosts.	terrified
I am prepared for the hurricane.	prepared
I got a huge bonus at work and was able to pay off my debt.	grateful
Some left their garbage outside of the dumpster in my apartment complex. Now at night there are a bunch of raccoons outside.	angry
I am hopeful I win the lottery.	hopeful
My friend is annoying me.	annoyed
I was joyful when my son was born.	joyful
I can't wait for HAlloween. It is my favorite holifay. I love dressing up with the kids.	anxious
I went to pick up my date and was very clam and collected.	confident
I am proud I graduated college.	proud
Got asked to my boss' office. Thought I was getting bad news but turns out I was offered a promotion.	surprised
I am confident I will pass the test.	confident
I think eventuallt the presidency is going to go in a more positive direction	hopeful
I let my new neighbors borrow our lawnmower. It came back broken.	trusting
I ordered McDonalds yesterday and since my lazy daughter wouldn't get out of bed I ate her food. I kind of fell bad about it.	guilty
I am ashamed I lied to the police.	ashamed
I am ready to go to a amusement park with my son.	excited
Went to the beach the other day and remember how much my friend liked going together.	sentimental
I ordered $20 in Krystals the other day. It was terrible.	furious
I am disgusted that the criminal got away.	disgusted
I am embarrassed when I forgot my lines in the play.	embarrassed
I got stock from family a long time ago. I just let it sit there. It's risen 10 times since.	grateful
I lost my keys at work and looked stupid searching for them.	embarrassed
I just applied for a promotion,  and I should earn at least 10k more.	hopeful
I was going through old photos of my family and when I was younger.	nostalgic
My cousin just got out of a 7 year relationship. Turns out she was cheating for the last 3 years.	caring
I'm sad that game of thrones is ending. Great shows should last forever like the simpsons.	disappointed
The summer is almost over. I couldn't be any happier!	joyful
I was content getting a B on my exam.	content
We have a work presentation coming up soon. I think we've got everything to present.	prepared
My wife and I are going on vacation next week. We're satying in a cabin in West Virginia.	excited
One time I met a girl from Tinder and I really thought we were hitting it off. We met up and had a great time,  but then she ghosted me right afterward.	disappointed
seeing photos of my hometown	nostalgic
I'm doing a drink a paint session this weekend. I can't wait. It's goin to be fun!	anxious
I am jealous of The Rock.	jealous
I was afraud ny son wasn't going to be able to talk because he didn't for so long. Now he won't shut up and I am so happy!	proud
I was surprised when Trump won the election.	surprised
When I lost my job. 	afraid
Lies	angry
I had a girl that I was seeing one time and she asked if I wanted to come with her to meet one of her friends. I went along and the way she talked to her was so much more passionate and energetic than with me and it made me wonder what he has that I don't.	jealous
I was prepared for the History test.	prepared
I texted one of my old buddies from years and years ago and he not only responded,  but we met up for lunch yesterday and had a great time! Now we're gonna hang out again on Sunday and I'm so pumped!	excited
 I was devastated when the Falcons blew the Super Bowl.	devastated
I am excited for football season.	excited
I was apprehensive to get married.	apprehensive
I let my cat out for the evening ,  the first time I left her outside at night and she didn't come back. 	devastated
I've been in my crappy apartment so long. I think just used to it now.	content
I went on my first date ever only about a month ago. Even though I knew this girl really well beforehand,  I was still really worried that it would be awkward and that I might mess it up.	anxious
I am scared of how I will die.	afraid
I am ready for hockey season.	excited
My kids are the best. They get excited about everything. I think I had some good ones.	grateful
My transmission went out in my car. My dad loaned me $500 to get it fixed. 	grateful
Had HELLP syndrom with first child.  Spent all 9 months being pregnant with 2nd child worrying about the same thing happening.	apprehensive
I hate seeing new cars on the road. My car won't even move.	jealous
I am always alone in the summer.	lonely
I was driving past the elementary school that I went to years ago and I decided to go through the parking lot for a few minutes. I saw all the old buildings and even the old playground and it really surprised me as to how little it has changed.	nostalgic
My sister in law basically lives off of my mother in law and her kids get everything. My mother in law rarely gives our kids anything because we have the money to do it ourselves - and I get a bit miffed at times.	jealous
I really like our new football coach.	impressed
I am happy to be an American.	proud
We tried for a baby for a long time,  almost 4 years.  Waiting those 9 months to meet her were so hard!	anticipating
I feel bad I stole the cookie.	guilty
I passed all of my classes last semester. I had been struggling in college for a while.	joyful
I have a job interview coming up next week. I'm a little nervous about it.	anxious
MY ex didn't show up to court again. He is always wasting my time.	angry
I am ok with being fat.	content
I am excited for the baseball playoffs.	excited
I was on jury duty for three months recently and it was very interesting and kind of fun. I was surprised.	impressed
I am shocked it hasn't rained today.	surprised
We've had some big rain storms where I live this spring and summer. The creek behind my house got almost in the yard twice already. Very scary.	terrified
I was very furious the other day when someone scratched the backend of my car.	furious
I really got close with a girl that I met from Tinder,  to the point where we were "dating". Then randomly,  after like 4 days,  she says that she doesn't want to date anymore and then just stops talking to me.	sad
We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year.	confident
I recall this time when I was making a pizza and I got an important call from my boss. I had to talk with him for about 15 minutes and when I came back,  I realized the pizza had been burnt in the oven. I was very annoyed because I worked hard to make it!	annoyed
I was very afraid in airplane because of turbulence.	terrified
I recall a time when I had to go to my cousin's birthday part,  and I overslept! I felt really guilty about that.	guilty
When I was driving home from my first job it was snowing. I accidentally hit a curb and spun into the other lane and almost into a ditch,  I was very scared	afraid
My Aunt had an emergency and dropped her son with me,  I took care of him.	caring
My brother recently applied to an Ivy League school. We just found out he was accepted.	impressed
I am trying to sell my house for 89k dollars,  I have been in a bad financial situation,  my nephew knows it,  and now he is trying to buy my house just for 75k,  trying to take advance of my situation 	sad
When my brother graduated high school,  I was very proud of him,  it was a big accomplishment	proud
When I got the results back to all my finals for last semester of college. I thought I might fail but I passed all my classes.	joyful
It's been so dry in my area lately ,  I'm afraid there might be some forest fires. I live near a mountain. 	afraid
My friend is such a narcissist sometimes. He seems to think that he is the best looking,  strongest guy ever and he constantly tries to brag about it to me and compare himself to me.	annoyed
I have always been faithful to my girlfriend of almost 3 years,  which I am proud of	faithful
i know i can lose weight	confident
When I was a child I was chased by a pitbull and I was very afraid. Dogs had always scared me at that age	afraid
I remember waiting for the Nintendo Switch to come out,  I was so excited,  I still love using it every day!	anticipating
i was devastated when my favorite world cup team was knocked out of the tournament. 	devastated
I slipped while carrying a tray of coffee. I got it all over myself.	embarrassed
I was surprised when my parents picked me up from work in a new car for me. I did not expect that at all!	surprised
I situation in which I felt alone was when my partner left me.	lonely
When I was in preschool,  my pants fell down in class. I was laughed at a lot	embarrassed
When I was younger my dad scared me and my brothers when we were trying to sleep,  I almost wet the bed. I was very terrified	terrified
When my grandmother passed away I was so sad. I was only 13 years old	devastated
There's been a big white wolf or coyote coming in my yard lately. I am afraid it will kill the neighbors cats. 	disgusted
A friend of mine recently got married. I hadn't even know he was engaged!	surprised
My dad had a problem with drinking and it created problems. When he finally quit I was very proud.	proud
My friend's parents are missionaries and therefore go to Africa all the time,  so it was no big deal when I heard he was going to Samoa for a while. What I didn't know is that he was actually moving there for a few years,  which I really didn't expect.	surprised
I broke a vase at my mom's house and hid it. I still haven't told her about it.	guilty
My dad accidentally got into rat poison and died.	devastated
My friend got a huge scholarship when he barely passed the PSAT. I was quite jealous that I was unable to do the same thing.	jealous
Once I realized that I needed at least a 31 on my ACT in order to get a nice little scholarship for college. I studied my heart out to improve my 29 and I felt super confident that I'd get the 31. Instead I actually got a 33!	prepared
My friend took some of my money without asking. When they confessed I wasnt mad,  just disappointed.	disappointed
Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried.	terrified
As a child i was sitting in my parents car and a storm started. I was just playing my gameboy and the car started to shake. A log went right through the car window after a couple of minutes of the storm starting.	terrified
Back in freshman year of college,  I really wanted to room with my brother even though he was not a freshman but a sophomore. I was really rooting for that to happen but instead I got roomed with some random guy.	hopeful
We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids.	joyful
When i was young i was pretty hyper. But when we had a connect four tournament at my school i back seated someones match. I didn't point anything out really but they gave them a lose and it got me really mad i threw a chair in class.	angry
Back in October of last year I had my first drink. At that time I had never drank or tried any drugs or anything,  so I was very nervous about trying anything mind altering like that.	apprehensive
My friend just came over yesterday and talked about how he met a super great girl and is going on a date with her sometime soon. Although I'm super happy for him,  I can't help but wish I could be in a relationship myself.	jealous
I felt confident when I won the honor society election in high school. I beat someone way more popular	confident
My kids were being bad and I yelled at them.	guilty
 I was surprised when my parents bought me a car. I did not expect it at all	surprised
I was shocked when I got a new car. My parents surprised me so well!	surprised
I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea.	faithful
I asked my 7 year old what 12x12 was the other day,  and he gave me the correct answer.	impressed
When i was younger i wanted a gamecube for my birthday. On my birthday my parents told me to clean the bathroom. Ended up in the bathroom was a gamecube with 4 games. 	surprised
I participated in my high school runners' marathon and came in 2nd place. I felt very proud because I trained hard for it.	proud
I was proud of my brother when he graduated high school	proud
Whenever my girlfriend at the time broke up with me and ghosted me,  I had no idea what to make of the situation. I never would've expected her to do that,  since she seemed really into me.	surprised
Recently I met up with a friend that I knew years and years ago and I learned that he actually bought his house from his mom. We went there and had a few beers and it looked exactly the same as before,  even smelled the same.	nostalgic
I was sad when my grandmother passed away. I was still a child	sad
I have a long term girlfriend. I have never or will never cheat on her	faithful
I was in college for 8 years. I didn't get done until the end of 2017. I graduated high school in 2009 felt so proud when i was done with school.	proud
I have been faithful to my long time girlfriend. I would never cheat on her	faithful
My sister is coming from France to visit us. I am happy to see her again.	joyful
I just started working out and wasn't sure how to start.	apprehensive
I was in morning rush hour traffic,  and the driver in front of me was putting on makeup. Her complete lack of attention meant that she did not notice when the car in front of HER moved,  and we missed the light.  It is a LONG light that we had to sit through AGAIN. Ugh!	annoyed
Once,  I tried hard to update my CV as per the job description and applied for a good position,  however my CV didn't even pass the screening level.	disappointed
Lately I have been very upset and worried about my financial situation. The stress has been quite overwhelming.	terrified
I saw that my coworker left food in the fridge and hat not eaten it in 2 days. I ate it myself and I felt bad	guilty
I was confident when I beat this popular girl in the class elections in high school. I expected to lose badly	confident
I was surprised when I went on a beach trip and my good friend from Florida was there but we lived two hours away by plane.	surprised
I am surprised England Lost to Croatia on the World Cup	surprised
my parents let me live with them. They do not charge rent so I am very appreciative of them	grateful
When i got my first job in retail i was scared on the interview. But as i got there i took a deep breath and went in. I felt really confident after that and got the job.	confident
I once broke a fax machine my parents spent a lot on. I felt bad about it since it wasn't what i meant to do. He ended up throwing the Fax machine around the room.	guilty
I met with an accident once. Kindhearted passerby saved my life	grateful
I was angry when my brother ruined the result of a football game. I recorded it to watch later	angry
I am excited tomorrow is my birthday	excited
I was lonely as a teenager,  I had no girlfriend and few friends. I was sad often	lonely
I am so proud about myself. I just got promoted.	proud
playing my gameboy makes me nostalgic. i love pokemon emerald the most	nostalgic
Someone rear ended me a few months ago. I was very upset because I had places to be	furious
I was terrifified when my dad scared me as a kid. I have to admit he was good at it	terrified
Last winters,  I went uphill and took a 2 hour Skiing classes which really helped to enjoy Skiing there after	confident
I hope the nintendo switch get madden on it. I love portable football games	hopeful
I felt joyful when my wife and I decided to go to the lake today. This situation has made me feel really happy because I love swimming. 	joyful
My husband cut his hand while working in the yard. He came inside and needed a bandage. I was able to care for his wound with alcohol,  gauze and a bandage. I joked with him and made him smile.	caring
When i was young i loved Jurassic Park. Family went down to Florida to the universal park. I was so hyper and happy to get on that ride for the movie.	excited
I have tried really hard to make my new business work. It's been a very slow start.	disappointed
On my birthday,  no one showed up to the celebration. I had dinner by myself in my apartment.	lonely
I was out hiking,  and came very close to stepping on a rattlesnake. There was not an easy way to get around it,  so we had to backtrack and cut through some heavy brush.	terrified
I recently wore a bikini to the beach after losing 20 lbs. I felt amazing!	confident
My grandmother is getting out of the hospital	joyful
I hope the immigrants children get reunited with their families	hopeful
I was very sure of myself when applying and getting into physical therapy school.	confident
I am so jealous of my co-worker.He got the promotion I had my eye on it.	jealous
When I was gifted my laptop for christmas	joyful
Once my little cousin got into my room and pour coke onto my keyboard. He didn't mean to do it but the coke ended up spilling off the desk into my computer. Fried the computer and i was just so mad!	furious
I had an interview the other day for a part-time-job and am hoping I get it! 	hopeful
I am so annoyed that France is in the world cup final.	annoyed
I am so surprised Roger Federer lost his match on Wimbledon 	confident
Shortly after I got married,  my wife and I decided that we wanted to have kids. When we found out she was pregnant,  we couldn't wait to find out if we were having a boy or a girl.	anticipating
When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot.	grateful
When I was working for my last company,  I used to travel a lot and frequently used to miss my family and friends	lonely
Can't wait for my vacation to Las Vegas tomorrow	excited
Last night,  I dreamt that I was riding around the road on a motorcycle,  and at one point almost fell of making a quick sharp turn. 	afraid
My boy just get is first job. I feel really proud of him.	impressed
I once told a co worker about an upcoming job promotion and they applied for it themselves,  but also made me look bad in the process.	annoyed
My best friend and roommate got accepted into a competitive master's program in Chicago and broke our lease to leave. I felt stuck while he got off and do the things he wanted to do.  He made me feel like I wasn't good enough anymore to be his friend. Meanwhile,  I stayed in town and struggled to even finish my bachelor's while working a dead end job. 	jealous
I am so exited about the coming world cup final.	excited
I am so disgust at Donald Trump.	disgusted
One time i was at a party with friends. I for some reason thought people were driving in my car to the next place. Then ended up they weren't going in my car and i felt embarrassed yelling at them.	embarrassed
I studied really hard for my annual exam but did not get my desired grade. it left me very disappointed in myself. 	disappointed
I recently broke up with my girlfriend and i feel lonely.	lonely
I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50, 000!	excited
I was traveling to my daughters new house at night and I was feeling a little anxious about not finding her house.	apprehensive
I think the future will be brighter and conflicts between countries will be smoothed over.	hopeful
It was a time of my life where i liked spooky things. I went into a abandoned house and i decided to spend the night. Well i started hearing noises and voices and i just was so scared i ran out the house.	terrified
The day I started working my first government IT Job was an exciting day for me.	proud
During Hurricane Irma last year,  tarps,  water,  batteries and other supplies sold out way ahead of the storm. I managed to gather the things we needed over the course of the next week,  ahead of the storm.	prepared
My car broke down when I was travelling to work and I missed a very important meeting regarding my promotion. I was devastated.	devastated
During college,  I was bullied.	annoyed
My family went on vacation and left me all alone.	lonely
I was really amazed to see my kid snowboarding so well during last winters ! Must say he's a quick learner.	surprised
When i go to conventions i always want to be ready for anything. I pack a first aid kit and a lot of food. I always want to be ready for the worse at conventions but it can happen.	prepared
I'm predicting a very warm summer this year.	anticipating
My apartment flooded in a storm about a month ago,  and the contractor who is supposed to repair the damage has taken three weeks instead of the three days he said it would take to do the repairs.	furious
I recently did a tour through my old high school and it brought back a lot of memories.	nostalgic
By mistake,  I saw an image of a car accident. I was disgusted.	disgusted
My boyfriend cheated on me while I was away visiting family.	angry
I was at a talent show and I saw a man playing an entire song by himself,  he played the guitar,  drums,  and sang all at once,  it was really crazy to see.	impressed
When my friends have computer troubles they come to me. I always have a way to fix up their computers. always ready and willing to help anyone though.	prepared
When I missed up a hit,  but was told I could redo it to reverse the rejection.	hopeful
My boyfriend kept me up all night when I had to work the next morning by playing video games	annoyed
My boss called to tell me that I would be receiving a package the next day,  and that I should call her before opening it.  I was really hoping that it was a special award that my company gives to deserving employees,  but it turned out to be some personnel paperwork that she needed to go over with me. 	disappointed
I accidentally ate a piece of cake that my mom made for my dad as a special gift,  I felt pretty bad about it.	guilty
I recently had to put my cat to sleep. It was an emotional day.	sad
I was once in a grocery store and the fire alarm went off. A lady next to me had 2 kids with her and she asked me to carry one of her kids so we can escape the grocery store. I felt that she felt comfortable around me. 	trusting
I am afraid of the upcoming economic crisis in the USA	afraid
Last year,  i went to a restaurant and they had a pinball machine.	nostalgic
I saw a homeless man sweating in the sun the other day and it made me thankful for what I have.	grateful
I was looking forward to spending time with my friend Megan today,  but I had to put it off again because I fell ill this morning.	sad
I went to a new restaurant with friends I hadn't seen in a long time.	excited
I was attacked in the street by someone who stealed my bag. I was so scared that I had a panic attack.	terrified
I let my friend borrow my car last year and I got a call later that night that he crashed it and totaled it,  man I was crushed by that experience.	devastated
When the Washington Capitals won the Stanley Cup i was in such great spirits. I ran into the streets of DC celebrating. I couldn't believe this was happening.	joyful
When my daughter was born I was so happy and excited.	joyful
I recently found out my mom was very sick. SHe has stage 4 liver cirrhosis.	sad
I am impress by the fact that Croatia is in the world cup final.	impressed
I applied to a very interesting fellowship last year at the NNSA. I had applied the year before that and had an interview and wasn't given the position. This time I thought for sure I was going to get it but I didn't even get an interview. I was so sad. 	disappointed
I was once was very nervous and scared when I thought my girlfriend was pregnant. Waiting to find out was what got me so scared. I found out that she wasn't and everything was okay. 	afraid
I was once really embarrassed on a date with a girl. I tripped and fell flat on my face!	embarrassed
I had a great day at work today; I really killed it!	confident
